list,trials,item,conditions,D,C,F,size_A,size_B,size_C,size_D,size_E,size_F,color_A,color_B,color_C,color_D,color_E,color_F,form_A,form_B,form_C,form_D,form_E,form_F,noun,sharpness
5,95,38,ferdf,R-B,NA,NR-DF,10,3,1,3,3,3,green,grey,orange,green,green,grey,quadrat,quadrat,quadrat,quadrat,quadrat,heart,Aufkleber,blurred
5,96,38,fercf,NA,R-FD,NR-FD,10,3,2,2,2,1,green,grey,grey,grey,grey,grey,heart,heart,heart,heart,heart,quadrat,Aufkleber,blurred
5,97,38,fzrdc,NR-A,R-EF,NA,9,10,10,9,9,1,black,green,green,green,green,green,star,diamond,star,diamond,heart,triangle,Aufkleber,blurred
5,98,38,fzrdf,NR-B,NA,R-EF,9,10,10,9,9,1,orange,brown,blue,grey,black,blue,star,heart,heart,heart,heart,heart,Aufkleber,blurred
5,99,38,fzrcf,NA,NR-FE,R-FE,10,2,3,9,3,9,black,black,black,black,black,green,star,heart,star,star,heart,heart,Aufkleber,blurred
6,1,28,fbrcf,NA,BR-DF,BR-DF,9,9,1,9,1,1,grey,grey,green,green,grey,green,quadrat,heart,quadrat,quadrat,heart,heart,Aufkleber,blurred
6,2,28,fbrdc,BR-A,BR-DF,NA,9,9,2,3,9,6,grey,green,grey,grey,green,green,star,star,quadrat,quadrat,heart,heart,Aufkleber,blurred
6,3,28,fbrdf,BR-A,NA,BR-DF,9,9,2,3,9,6,green,black,blue,black,green,grey,quadrat,heart,quadrat,quadrat,heart,heart,Aufkleber,blurred
6,4,28,fercf,NA,R-DF,NR-DF,10,3,10,10,3,1,grey,green,green,green,green,green,quadrat,quadrat,quadrat,quadrat,quadrat,heart,Aufkleber,blurred
6,5,28,ferdc,R-A,NR-DF,NA,9,5,3,6,5,5,grey,grey,grey,grey,grey,green,circle,quadrat,circle,quadrat,star,star,Aufkleber,blurred
6,6,28,ferdf,R-A,NA,NR-DF,9,5,3,6,5,5,green,green,brown,blue,black,grey,quadrat,quadrat,quadrat,quadrat,quadrat,heart,Aufkleber,blurred
6,7,28,fzrcf,NA,NR-DF,R-DF,10,9,10,1,3,9,grey,grey,grey,grey,grey,green,quadrat,heart,heart,heart,heart,heart,Aufkleber,blurred
6,8,28,fzrdc,NR-A,R-DF,NA,9,9,10,10,9,2,grey,green,green,green,green,green,quadrat,heart,circle,quadrat,diamond,diamond,Aufkleber,blurred
6,9,28,fzrdf,NR-A,NA,R-DF,9,9,10,10,9,2,blue,grey,brown,brown,black,green,quadrat,heart,heart,heart,heart,heart,Aufkleber,blurred
6,10,29,fbrcf,NA,BR-EA,BR-EA,9,9,9,9,1,3,black,black,blue,blue,black,blue,star,triangle,star,star,triangle,triangle,Aufkleber,blurred
6,11,29,fbrdc,BR-A,BR-EA,NA,10,9,2,1,10,5,black,blue,black,black,blue,blue,triangle,diamond,quadrat,circle,triangle,triangle,Aufkleber,blurred
6,12,29,fbrdf,BR-A,NA,BR-EA,10,9,2,1,10,5,orange,black,orange,green,brown,grey,star,triangle,star,star,triangle,triangle,Aufkleber,blurred
6,13,29,fercf,NA,R-EA,NR-EA,10,3,10,3,10,9,black,blue,blue,blue,blue,blue,star,star,star,star,star,triangle,Aufkleber,blurred
6,14,29,ferdc,R-A,NR-EA,NA,9,3,3,4,1,6,black,black,black,black,black,blue,star,diamond,circle,diamond,heart,quadrat,Aufkleber,blurred
6,15,29,ferdf,R-A,NA,NR-EA,9,3,3,4,1,6,green,grey,brown,black,grey,black,star,star,star,star,star,triangle,Aufkleber,blurred
6,16,29,fzrcf,NA,NR-EA,R-EA,10,1,2,10,3,3,black,black,black,black,black,blue,star,triangle,triangle,triangle,triangle,triangle,Aufkleber,blurred
6,17,29,fzrdc,NR-A,R-EA,NA,9,9,9,10,10,3,black,blue,blue,blue,blue,blue,circle,circle,quadrat,diamond,circle,heart,Aufkleber,blurred
6,18,29,fzrdf,NR-A,NA,R-EA,9,9,9,10,10,3,orange,orange,orange,orange,brown,green,star,triangle,triangle,triangle,triangle,triangle,Aufkleber,blurred
6,19,30,fbrcf,NA,BR-FB,BR-FB,10,1,10,1,2,10,green,green,orange,orange,green,orange,heart,diamond,heart,heart,diamond,diamond,Aufkleber,blurred
6,20,30,fbrdc,BR-A,BR-FB,NA,10,9,6,3,10,3,green,orange,green,green,orange,orange,star,circle,star,heart,heart,diamond,Aufkleber,blurred
6,21,30,fbrdf,BR-A,NA,BR-FB,10,9,6,3,10,3,blue,black,black,blue,green,blue,heart,diamond,heart,heart,diamond,diamond,Aufkleber,blurred
6,22,30,fercf,NA,R-FB,NR-FB,9,2,9,10,2,3,green,orange,orange,orange,orange,orange,heart,heart,heart,heart,heart,diamond,Aufkleber,blurred
6,23,30,ferdc,R-A,NR-FB,NA,9,5,4,5,6,1,green,green,green,green,green,orange,triangle,star,diamond,star,quadrat,star,Aufkleber,blurred
6,24,30,ferdf,R-A,NA,NR-FB,9,5,4,5,6,1,brown,blue,blue,orange,blue,grey,heart,heart,heart,heart,heart,diamond,Aufkleber,blurred
6,25,30,fzrcf,NA,NR-FB,R-FB,2,3,2,2,3,2,green,green,green,green,green,orange,heart,diamond,diamond,diamond,diamond,diamond,Aufkleber,blurred
6,26,30,fzrdc,NR-A,R-FB,NA,9,9,9,9,10,5,green,orange,orange,orange,orange,orange,quadrat,triangle,heart,triangle,diamond,diamond,Aufkleber,blurred
6,27,30,fzrdf,NR-A,NA,R-FB,9,9,9,9,10,5,grey,blue,grey,brown,green,black,heart,diamond,diamond,diamond,diamond,diamond,Aufkleber,blurred
6,28,31,fbrcf,NA,BR-AC,BR-AC,9,2,9,1,1,2,blue,blue,brown,brown,blue,brown,triangle,circle,triangle,triangle,circle,circle,Aufkleber,blurred
6,29,31,fbrdc,BR-A,BR-AC,NA,10,10,2,3,9,4,blue,brown,blue,blue,brown,brown,triangle,circle,quadrat,diamond,circle,heart,Aufkleber,blurred
6,30,31,fbrdf,BR-A,NA,BR-AC,10,10,2,3,9,4,orange,brown,brown,green,brown,green,triangle,circle,triangle,triangle,circle,circle,Aufkleber,blurred
6,31,31,fercf,NA,R-AC,NR-AC,1,2,3,3,9,10,blue,brown,brown,brown,brown,brown,triangle,triangle,triangle,triangle,triangle,circle,Aufkleber,blurred
6,32,31,ferdc,R-A,NR-AC,NA,9,1,5,5,5,5,blue,blue,blue,blue,blue,brown,quadrat,circle,quadrat,diamond,quadrat,quadrat,Aufkleber,blurred
6,33,31,ferdf,R-A,NA,NR-AC,9,1,5,5,5,5,blue,blue,orange,brown,black,orange,triangle,triangle,triangle,triangle,triangle,circle,Aufkleber,blurred
6,34,31,fzrcf,NA,NR-AC,R-AC,1,3,3,9,3,10,blue,blue,blue,blue,blue,brown,triangle,circle,circle,circle,circle,circle,Aufkleber,blurred
6,35,31,fzrdc,NR-A,R-AC,NA,9,10,9,10,9,3,blue,brown,brown,brown,brown,brown,heart,quadrat,star,star,star,triangle,Aufkleber,blurred
6,36,31,fzrdf,NR-A,NA,R-AC,9,10,9,10,9,3,blue,grey,black,brown,brown,blue,triangle,circle,circle,circle,circle,circle,Aufkleber,blurred
6,37,32,fbrcf,NA,BR-BD,BR-BD,1,3,10,10,9,3,orange,orange,grey,grey,orange,grey,diamond,quadrat,diamond,diamond,quadrat,quadrat,Aufkleber,blurred
6,38,32,fbrdc,BR-A,BR-BD,NA,10,9,2,5,10,3,orange,grey,orange,orange,grey,grey,circle,triangle,diamond,heart,triangle,quadrat,Aufkleber,blurred
6,39,32,fbrdf,BR-A,NA,BR-BD,10,9,2,5,10,3,grey,green,blue,blue,black,orange,diamond,quadrat,diamond,diamond,quadrat,quadrat,Aufkleber,blurred
6,40,32,fercf,NA,R-BD,NR-BD,10,9,3,2,9,9,orange,grey,grey,grey,grey,grey,diamond,diamond,diamond,diamond,diamond,quadrat,Aufkleber,blurred
6,41,32,ferdc,R-A,NR-BD,NA,9,3,6,3,5,3,orange,orange,orange,orange,orange,grey,triangle,star,triangle,triangle,heart,star,Aufkleber,blurred
6,42,32,ferdf,R-A,NA,NR-BD,9,3,6,3,5,3,orange,orange,grey,orange,blue,blue,diamond,diamond,diamond,diamond,diamond,quadrat,Aufkleber,blurred
6,43,32,fzrcf,NA,NR-BD,R-BD,2,2,10,10,3,9,orange,orange,orange,orange,orange,grey,diamond,quadrat,quadrat,quadrat,quadrat,quadrat,Aufkleber,blurred
6,44,32,fzrdc,NR-A,R-BD,NA,10,10,10,9,9,3,orange,grey,grey,grey,grey,grey,triangle,circle,diamond,triangle,circle,circle,Aufkleber,blurred
6,45,32,fzrdf,NR-A,NA,R-BD,10,10,10,9,9,3,green,orange,black,grey,green,black,diamond,quadrat,quadrat,quadrat,quadrat,quadrat,Aufkleber,blurred
6,46,33,fbrcf,NA,BR-CE,BR-CE,1,10,1,10,10,1,brown,brown,black,black,brown,black,circle,star,circle,circle,star,star,Aufkleber,blurred
6,47,33,fbrdc,BR-A,BR-CE,NA,9,9,3,2,9,3,brown,black,brown,brown,black,black,quadrat,quadrat,diamond,quadrat,heart,circle,Aufkleber,blurred
6,48,33,fbrdf,BR-A,NA,BR-CE,9,9,3,2,9,3,black,blue,brown,green,grey,black,circle,star,circle,circle,star,star,Aufkleber,blurred
6,49,33,fercf,NA,R-CE,NR-CE,10,2,2,10,9,3,brown,black,black,black,black,black,circle,circle,circle,circle,circle,star,Aufkleber,blurred
6,50,33,ferdc,R-A,NR-CE,NA,10,3,2,1,1,2,brown,brown,brown,brown,brown,black,diamond,heart,triangle,quadrat,triangle,heart,Aufkleber,blurred
6,51,33,ferdf,R-A,NA,NR-CE,10,3,2,1,1,2,black,blue,blue,black,orange,grey,circle,circle,circle,circle,circle,star,Aufkleber,blurred
6,52,33,fzrcf,NA,NR-CE,R-CE,9,3,2,1,2,10,brown,brown,brown,brown,brown,black,circle,star,star,star,star,star,Aufkleber,blurred
6,53,33,fzrdc,NR-A,R-CE,NA,9,9,9,9,10,2,brown,black,black,black,black,black,quadrat,quadrat,quadrat,quadrat,quadrat,triangle,Aufkleber,blurred
6,54,33,fzrdf,NR-A,NA,R-CE,9,9,9,9,10,2,grey,black,blue,brown,grey,orange,circle,star,star,star,star,star,Aufkleber,blurred
6,55,34,fbrdc,BR-A,BR-AB,NA,9,10,2,2,9,2,blue,orange,blue,blue,orange,orange,quadrat,quadrat,triangle,star,quadrat,quadrat,Aufkleber,blurred
6,56,34,fbrdf,BR-B,NA,BR-AB,9,10,2,2,9,2,orange,brown,grey,brown,black,green,triangle,diamond,triangle,triangle,diamond,diamond,Aufkleber,blurred
6,57,34,fbrcf,NA,BR-BA,BR-BA,9,2,2,2,1,1,orange,orange,blue,blue,orange,blue,diamond,triangle,diamond,diamond,triangle,triangle,Aufkleber,blurred
6,58,34,ferdc,R-A,NR-AC,NA,9,3,3,1,1,1,blue,blue,blue,blue,blue,brown,quadrat,diamond,circle,triangle,circle,quadrat,Aufkleber,blurred
6,59,34,ferdf,R-B,NA,NR-AC,9,3,3,1,1,1,blue,brown,orange,green,orange,blue,triangle,triangle,triangle,triangle,triangle,circle,Aufkleber,blurred
6,60,34,fercf,NA,R-CA,NR-CA,10,10,9,1,9,9,brown,blue,blue,blue,blue,blue,circle,circle,circle,circle,circle,triangle,Aufkleber,blurred
6,61,34,fzrdc,NR-A,R-AD,NA,9,10,10,9,9,3,blue,grey,grey,grey,grey,grey,star,triangle,star,diamond,circle,circle,Aufkleber,blurred
6,62,34,fzrdf,NR-B,NA,R-AD,9,10,10,9,9,3,grey,grey,blue,brown,black,orange,triangle,quadrat,quadrat,quadrat,quadrat,quadrat,Aufkleber,blurred
6,63,34,fzrcf,NA,NR-DA,R-DA,3,1,10,2,9,1,grey,grey,grey,grey,grey,blue,quadrat,triangle,triangle,triangle,triangle,triangle,Aufkleber,blurred
6,64,35,fbrdc,BR-A,BR-AE,NA,9,9,3,3,10,1,blue,black,blue,blue,black,black,star,diamond,star,circle,quadrat,star,Aufkleber,blurred
6,65,35,fbrdf,BR-B,NA,BR-AE,9,9,3,3,10,1,grey,blue,blue,grey,brown,orange,triangle,star,triangle,triangle,star,star,Aufkleber,blurred
6,66,35,fbrcf,NA,BR-EA,BR-EA,9,9,1,1,9,3,black,black,blue,blue,black,blue,star,triangle,star,star,triangle,triangle,Aufkleber,blurred
6,67,35,ferdc,R-A,NR-AF,NA,9,3,1,2,1,1,blue,blue,blue,blue,blue,green,quadrat,star,quadrat,quadrat,diamond,star,Aufkleber,blurred
6,68,35,ferdf,R-B,NA,NR-AF,9,3,1,2,1,1,blue,black,brown,grey,black,black,triangle,triangle,triangle,triangle,triangle,heart,Aufkleber,blurred
6,69,35,fercf,NA,R-FA,NR-FA,9,2,10,2,2,1,green,blue,blue,blue,blue,blue,heart,heart,heart,heart,heart,triangle,Aufkleber,blurred
6,70,35,fzrdc,NR-A,R-BC,NA,9,10,9,9,10,1,orange,brown,brown,brown,brown,brown,heart,triangle,quadrat,quadrat,heart,star,Aufkleber,blurred
6,71,35,fzrdf,NR-B,NA,R-BC,9,10,9,9,10,1,brown,black,blue,orange,grey,black,diamond,circle,circle,circle,circle,circle,Aufkleber,blurred
6,72,35,fzrcf,NA,NR-CB,R-CB,9,1,9,10,1,1,brown,brown,brown,brown,brown,orange,circle,diamond,diamond,diamond,diamond,diamond,Aufkleber,blurred
6,73,36,fbrdc,BR-A,BR-BD,NA,9,10,2,2,10,3,orange,grey,orange,orange,grey,grey,quadrat,circle,triangle,quadrat,heart,quadrat,Aufkleber,blurred
6,74,36,fbrdf,BR-B,NA,BR-BD,9,10,2,2,10,3,blue,brown,orange,orange,black,orange,diamond,quadrat,diamond,diamond,quadrat,quadrat,Aufkleber,blurred
6,75,36,fbrcf,NA,BR-DB,BR-DB,10,9,9,3,3,2,grey,grey,orange,orange,grey,orange,quadrat,diamond,quadrat,quadrat,diamond,diamond,Aufkleber,blurred
6,76,36,ferdc,R-A,NR-BE,NA,10,2,1,2,2,2,orange,orange,orange,orange,orange,black,heart,circle,triangle,quadrat,star,star,Aufkleber,blurred
6,77,36,ferdf,R-B,NA,NR-BE,10,2,1,2,2,2,blue,black,grey,brown,green,blue,diamond,diamond,diamond,diamond,diamond,star,Aufkleber,blurred
6,78,36,fercf,NA,R-EB,NR-EB,9,3,2,2,9,10,black,orange,orange,orange,orange,orange,star,star,star,star,star,diamond,Aufkleber,blurred
6,79,36,fzrdc,NR-A,R-BF,NA,9,10,9,9,10,2,orange,green,green,green,green,green,circle,star,circle,triangle,diamond,star,Aufkleber,blurred
6,80,36,fzrdf,NR-B,NA,R-BF,9,10,9,9,10,2,orange,black,black,orange,grey,grey,diamond,heart,heart,heart,heart,heart,Aufkleber,blurred
6,81,36,fzrcf,NA,NR-FB,R-FB,2,2,9,9,10,2,green,green,green,green,green,orange,heart,diamond,diamond,diamond,diamond,diamond,Aufkleber,blurred
6,82,37,fbrdc,BR-A,BR-CD,NA,9,10,3,1,10,1,brown,grey,brown,brown,grey,grey,heart,quadrat,circle,quadrat,star,diamond,Aufkleber,blurred
6,83,37,fbrdf,BR-B,NA,BR-CD,9,10,3,1,10,1,green,orange,brown,brown,blue,blue,circle,quadrat,circle,circle,quadrat,quadrat,Aufkleber,blurred
6,84,37,fbrcf,NA,BR-DC,BR-DC,2,2,9,3,1,2,grey,grey,brown,brown,grey,brown,quadrat,circle,quadrat,quadrat,circle,circle,Aufkleber,blurred
6,85,37,ferdc,R-A,NR-CE,NA,9,2,3,2,2,3,brown,brown,brown,brown,brown,black,diamond,triangle,circle,triangle,diamond,quadrat,Aufkleber,blurred
6,86,37,ferdf,R-B,NA,NR-CE,9,2,3,2,2,3,brown,brown,grey,blue,blue,blue,circle,circle,circle,circle,circle,star,Aufkleber,blurred
6,87,37,fercf,NA,R-EC,NR-EC,3,2,3,1,1,2,black,brown,brown,brown,brown,brown,star,star,star,star,star,circle,Aufkleber,blurred
6,88,37,fzrdc,NR-A,R-CF,NA,9,10,10,10,9,1,brown,green,green,green,green,green,heart,triangle,heart,star,heart,quadrat,Aufkleber,blurred
6,89,37,fzrdf,NR-B,NA,R-CF,9,10,10,10,9,1,brown,orange,orange,brown,blue,orange,circle,heart,heart,heart,heart,heart,Aufkleber,blurred
6,90,37,fzrcf,NA,NR-FC,R-FC,3,1,2,1,10,1,green,green,green,green,green,brown,heart,circle,circle,circle,circle,circle,Aufkleber,blurred
6,91,38,fbrdc,BR-A,BR-DE,NA,10,10,3,1,9,3,grey,black,grey,grey,black,black,quadrat,heart,diamond,diamond,quadrat,triangle,Aufkleber,blurred
6,92,38,fbrdf,BR-B,NA,BR-DE,10,10,3,1,9,3,black,blue,orange,brown,green,blue,quadrat,star,quadrat,quadrat,star,star,Aufkleber,blurred
6,93,38,fbrcf,NA,BR-ED,BR-ED,2,9,10,1,1,10,black,black,grey,grey,black,grey,star,quadrat,star,star,quadrat,quadrat,Aufkleber,blurred
6,94,38,ferdc,R-A,NR-DF,NA,10,1,3,2,3,3,grey,grey,grey,grey,grey,green,diamond,triangle,circle,star,circle,quadrat,Aufkleber,blurred
6,95,38,ferdf,R-B,NA,NR-DF,10,1,3,2,3,3,grey,black,orange,green,orange,orange,quadrat,quadrat,quadrat,quadrat,quadrat,heart,Aufkleber,blurred
6,96,38,fercf,NA,R-FD,NR-FD,9,3,9,3,9,10,green,grey,grey,grey,grey,grey,heart,heart,heart,heart,heart,quadrat,Aufkleber,blurred
6,97,38,fzrdc,NR-A,R-EF,NA,10,9,9,9,9,3,black,green,green,green,green,green,triangle,heart,quadrat,heart,quadrat,diamond,Aufkleber,blurred
6,98,38,fzrdf,NR-B,NA,R-EF,10,9,9,9,9,3,orange,grey,blue,brown,brown,orange,star,heart,heart,heart,heart,heart,Aufkleber,blurred
6,99,38,fzrcf,NA,NR-FE,R-FE,1,2,3,2,3,10,black,black,black,black,black,green,star,heart,star,star,heart,heart,Aufkleber,blurred
7,1,39,uerdc,R-A,NR-AB,NA,10,3,3,3,3,1,blue,blue,blue,blue,blue,orange,triangle,quadrat,star,star,circle,circle,Aufkleber,
7,2,39,uzrdf,NR-A,NA,R-BF,10,10,10,10,10,2,orange,blue,black,grey,grey,orange,diamond,heart,heart,heart,heart,heart,Aufkleber,
7,3,39,ubrcf,NA,BR-BF,BR-AE,2,2,10,2,3,2,green,orange,green,green,orange,orange,triangle,star,star,triangle,triangle,star,Aufkleber,
